Search Parameters,Year,Mo,Dy,Tsu,Eq,Name,Location,Country,Latitude,Longitude,Elevation (m),Type,VEI,Agent,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description
,1888,3,13,1175,,Ritter Island,New Guinea-NE of,Papua New Guinea,-5.52,148.121,140,Stratovolcano,2,W,,,,,,,,,,,,4,,,,,,3,,3
,1888,7,15,,,Bandai,Honshu-Japan,Japan,37.6,140.08,1819,Stratovolcano,4,"A,P",461,3,,,70,2,,2,,2,461,3,,,70,2,,2,,2
,1889,9,6,1181,6309,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,2,,,,,,,,,,,,,,,,,,,2,,2
,1890,6,29,,,Makian,Halmahera-Indonesia,Indonesia,0.32,127.4,1357,Stratovolcano,2,,,,,,,,,3,,3,,,,,,,,3,,3
,1890,,,,,Victory,New Guinea,Papua New Guinea,-9.2,149.07,1925,Stratovolcano,2,P,,3,,,,,,,,,,3,,,,,,,,
,1892,5,21,,,Sorikmarapi,Sumatra,Indonesia,0.686,99.539,2145,Stratovolcano,2,M,180,3,,,,,,,,,180,3,,,,,,,,
,1892,6,7,1197,,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,3,"P,M",1532,4,,,,,,3,,3,1532,4,,,,,,3,,3
,1892,8,30,5608,,Tofua,Tonga-SW Pacific,Tonga,-19.75,-175.07,512,Caldera,2,,,,,,,,,,,,,,,,,,,,,
,1893,1,7,,,Calbuco,Chile-S,Chile,-41.326,-72.614,2003,Stratovolcano,4,,,,,,,,,1,,,,,,,,,,1,,
,1893,5,19,,,Azuma,Honshu-Japan,Japan,37.73,140.25,2024,Stratovolcano,2,T,2,1,,,,,,,,,2,1,,,,,,,,
,1894,10,,,,Ambrym,Vanuatu-SW Pacific,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,3,"T,L",10,1,,,,,,,,,10,1,,,,,,,,
,1895,5,22,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,,,1,,,,,,1,,,,1,,,,,,1,,
,1895,6,17,,,Karkar,New Guinea-NE of,Papua New Guinea,-4.649,145.964,1839,Stratovolcano,2,"I,M",1,1,,,,,,,,,21,1,,,,,,,,
,1895,10,16,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2,T,4,1,,,,,,,,,4,1,,,,,,,,
,1895,,,,,Dakataua,New Britain-SW Pac,Papua New Guinea,-5.056,150.108,400,Caldera,2,?,,1,,,,,,1,,,,1,,,,,,1,,
,1896,3,15,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2,T,1,1,,,1,1,,,,,1,1,,,1,1,,,,
,1897,3,26,5629,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.38,165.8,851,Stratovolcano,2,W,,,,,,,,,,,,,,,,,,1,,1
,1897,5,23,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,"P,T,M",350,3,,,,,,,,,350,3,,,,,,,,
,1899,11,13,,,Dona Juana,Colombia,Colombia,1.47,-76.92,4150,Stratovolcano,4,P,55,2,,,,,,,,,55,2,,,,,,,,
,1899,,,,,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,2,,2,1,,,,,,,,,2,1,,,,,,,,
,1900,1,22,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,,25,1,,,,,,,,,25,1,,,,,,,,
,1900,2,16,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2,,2,1,,,3,1,,,,,2,1,,,3,1,,,,
,1900,7,17,,,Adatara,Honshu-Japan,Japan,37.62,140.28,1718,Stratovolcano,2,T,72,2,,,10,1,,,,,72,2,,,10,1,,,,
,1900,,,,,Tullu Moje,Africa-NE,Ethiopia,8.158,39.13,2349,Pumice cone,,,,,,,,,,1,,,,,,,,,,,,
,1901,5,22,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,3,,,2,,,,,,,,,,2,,,,,,,,
,1901,8,9,1280,2595,Epi,Vanuatu-SW Pacific,Vanuatu,-16.68,168.37,833,Stratovolcano,,,,,,,,,,,,,,1,,,,,,2,,
,1902,5,5,2881,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,,,23,1,,,,,,,,,23,1,,,,,,,,
,1902,5,7,2873,,Soufriere St. Vincent,W Indies,St. Vincent & the Grenadines,13.33,-61.18,1220,Stratovolcano,4,P,1680,4,,,,3,,,,,1680,4,,,,3,,,,
,1902,5,8,1288,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,4,P,28000,4,,,,,,,,,28000,4,,,,,,,,
,1902,5,20,2433,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,
,1902,8,7,,,Tori-shima,Izu Is-Japan,Japan,30.48,140.32,403,Stratovolcano,3,,125,3,,,,,,,,,125,3,,,,,,,,
,1902,8,30,1291,,Pelee,W Indies,Martinique,14.82,-61.17,1397,Stratovolcano,4,P,1500,4,,,,,,,,,1500,4,,,,,,,,
,1902,10,25,,,Santa Maria,Guatemala,Guatemala,14.756,-91.552,3772,Stratovolcano,6,"T,G",2500,4,,,,,,2,,2,10000,4,,,,,,2,,2
,1902,12,,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2,P,16,1,,,45,1,,,,2,16,1,,,45,1,,,,2
,1903,8,30,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,1,T,4,1,,,,,,,,,4,1,,,,,,,,
,1903,,,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,,G,17,1,,,,,,,,,17,1,,,,,,,,
,1904,2,25,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,2,L,1,1,,,,,,1,,,1,1,,,,,,1,,
,1905,3,10,,,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2,T,1,1,,,1,1,,,,,1,1,,,1,1,,,,
,1905,8,4,1326,,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,2,,,,,,,,,3,,3,,,,,,,,3,,3
,1906,4,4,3413,,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,3,"T,L",350,3,,,300,3,,,,,350,3,,,300,3,,,,
,1907,7,,1365,10011,Unnamed,Tonga-SW Pacific,Tonga,-21.38,-175.65,-500,Submarine volcano,0,,,,,,,,,,,,,,,,,,,,,
,1907,8,4,,,Alayta,Africa-NE,Ethiopia,12.88,40.57,1501,Shield volcano,2,,,1,,,,,,,,,,1,,,,,,,,
,1907,9,28,,,Lewotobi,Lesser Sunda Is,Indonesia,-8.53,122.775,1703,Stratovolcano,2,,1,1,,,,1,,,,,1,1,,,,1,,,,
,1907,10,6,1363,,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,,,,,,,,,,3,,3,,,,,,,,3,,3
,1909,4,28,,8158,"Cameroon, Mt.",Africa-W,Cameroon,4.203,9.17,4095,Stratovolcano,2,,,,,,,,,,,,,,,,,,,,,
,1909,9,,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,m,221,3,,,,,,1,,,221,3,,,,,,1,,
,1910,3,20,,,Taupo,New Zealand,New Zealand,-38.82,176,760,Caldera,,m,1,1,,,,,,,,,1,1,,,,,,,,
,1910,7,25,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,2,M,1,1,,,,,,,,,1,1,,,,,,,,
,1911,1,30,1392,8391,Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,3,"P,W",1335,4,,,199,3,,3,543,3,1335,4,,,199,3,,3,543,3
,1911,5,8,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,,1,1,,,,,,,60,2,1,1,,,,,,,60,2
,1911,8,15,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,,,3,,,,,,,,,,3,,,,,,,,
,1911,11,3,1400,,Piparo,Trinidad,Trinidad ,10,-61,140,Mud volcano,,,,,,,,,,,,,,,,,,,,,,
,1911,11,8,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,3,,,,,,,,,1,,,,,,,,,,1,,
,1912,9,6,,,Novarupta,Alaska Peninsula,United States,58.27,-155.16,841,Caldera,6,T,2,1,,,,,,,,,2,1,,,,,,,,
,1912,12,3,,,Nyamuragira,Africa-C,"Congo, DRC",-1.408,29.2,3058,Shield volcano,3,L,20,1,,,,,,,,,20,1,,,,,,,,
,1913,1,20,,,Colima,Mexico,Mexico,19.514,-103.62,3850,Stratovolcano,4,"P,m",13,1,,,,,,,,,13,1,,,,,,,,
,1913,3,14,1407,2973,Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,2,,,,,,,,,,,,138,3,,,,2,,2,,3
,1913,5,29,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,1,T,1,1,,,,,,,,,1,1,,,,,,,,
,1913,6,23,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,,,,,,,,,1,,,,,,,,,,1,,
,1913,12,6,,,Ambrym,Vanuatu-SW Pacific,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,3,T,21,1,,,,,,3,,,21,1,,,,,,3,,
,1914,1,12,1412,2994,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,4,"I,S,A,T",28,1,,,,3,0.04,1,2148,4,63,2,,,112,3,19,3,2268,4
,1914,1,18,,,Pago,New Britain-SW Pac,Papua New Guinea,-5.58,150.52,742,Caldera,3,I,,1,,,,,,,,,,1,,,,,,,,
,1914,9,10,,,White Island,New Zealand,New Zealand,-37.52,177.18,321,Stratovolcano,,A,11,1,,,,,,,,,11,1,,,,,,,,
,1914,,,,,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,,L,100,2,,,,,,,,,100,2,,,,,,,,
,1916,3,3,,,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,4,,,,,,,,,,,,,,,,,,,,,
,1916,7,3,3147,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,3,,,,,,,,,,,,,,,,,,,1,,
,1917,1,1,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.751,35.902,2890,Stratovolcano,3,,,,,,,,,1,,,,,,,,,,1,,
,1917,4,1,,,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,1,T,2,1,,,3,1,,,,,2,1,,,3,1,,,,
,1917,4,,,,Calbuco,Chile-S,Chile,-41.326,-72.614,2003,Stratovolcano,3,,,,,,,,,,,,,,,,,,,,,
,1917,6,7,,6877,San Salvador,El Salvador,El Salvador,13.736,-89.286,1893,Stratovolcano,3,"S,L",325,3,,,,,,,,,325,3,,,,,,,,
,1918,7,18,1454,,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,3,,,,,,,,,,,,,,,,,,,,,
,1918,10,12,,,Katla,Iceland-S,Iceland,63.63,-19.05,1512,Subglacial volcano,4,,,,,,,,,1,,,,,,,,,,1,,
,1919,2,19,,,Popocatepetl,Mexico,Mexico,19.023,-98.622,5426,Stratovolcano,1,A,,2,,,,,,,,,,2,,,,,,,,
,1919,4,3,3511,,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,3,,,,,,,,,1,,1,,,,,,,,1,,1
,1919,5,19,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,4,M,5110,4,,,,,,,9000,4,5110,4,,,,,,,9000,4
,1919,5,22,1476,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,3,T,4,1,,,,3,,1,10,1,4,1,,,,3,,1,10,1
,1919,7,6,,,Nasu,Honshu-Japan,Japan,37.12,139.97,1917,Stratovolcano,,G,2,1,,,,,,,,,2,1,,,,,,,,
,1919,9,29,1478,,Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,0,,,,,,,,,,,,,,,,,,,,,
,1920,7,25,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,3,P,33,1,,,,,,,,,33,1,,,,,,,,
,1920,10,29,,,Izalco,El Salvador,El Salvador,13.813,-89.633,1950,Stratovolcano,3,P,,1,,,,,,,,,,1,,,,,,,,
,1921,11,26,,,Nasu,Honshu-Japan,Japan,37.12,139.97,1917,Stratovolcano,,G,1,1,,,,,,,,,1,1,,,,,,,,
,1923,3,2,5720,10435,"Cendres, Ile des",SE Asia,Vietnam,10.158,109.014,-20,Submarine volcanoes,2,L,,,,,,,,,,,,,,,,,,1,,
,1923,3,11,,,Papandayan,Java,Indonesia,-7.32,107.73,2665,Stratovolcano,1,G,1,1,,,,,,,,,1,1,,,,,,,,
,1923,6,,,,Tangkubanparahu,Java,Indonesia,-6.77,107.6,2084,Stratovolcano,,G,3,1,,,,,,,,,3,1,,,,,,,,
,1923,7,1,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2,,1,1,,,,,,,,,1,1,,,,,,,,
,1924,5,10,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,2,T,1,1,,,,,,,,,1,1,,,,,,,,
,1926,5,24,,,Tokachi,Hokkaido-Japan,Japan,43.42,142.68,2077,Stratovolcano,3,"M,T",144,3,,,207,3,,,5080,4,144,3,,,207,3,,,5080,4
,1927,9,5,,,Esjufjoll,Iceland-SE,Iceland,64.27,-16.65,1760,Stratovolcano,1,M,1,1,,,,,,,,,1,1,,,,,,,,
,1928,1,23,,,Santorini,Greece,Greece,36.404,25.396,329,Shield volcano,2,S,48,1,,,,,,,,,48,1,,,,,,,,
,1928,1,,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,P,,1,,,,,,,,,,1,,,,,,,,
,1928,3,26,1593,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,2,,,,,,,,,,,,,,,,,,,,,
,1928,5,13,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,2,T,40,1,,,,,,,,,40,1,,,,,,,,
,1928,8,4,1607,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,3,"W,T",98,2,,,,,,1,,,226,3,,,200,3,,2,,2
,1928,11,2,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,1,L,5,1,,,,,,,,,5,1,,,,,,,,
,1929,1,6,,,Calbuco,Chile-S,Chile,-41.326,-72.614,2003,Stratovolcano,3,,,,,,,,,,,,,,,,,,,,,
,1929,6,17,,,Komaga-take,Hokkaido-Japan,Japan,42.07,140.68,1140,Stratovolcano,4,T,2,1,,,4,1,,,,,2,1,,,4,1,,,,
,1929,8,2,,,Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2,T,2,1,,,,,,,,,2,1,,,,,,,,
,1929,11,2,,,Santa Maria,Guatemala,Guatemala,14.756,-91.552,3772,Stratovolcano,3,"P,M",200,3,,,,,,,,,200,3,,,,,,,,
,1930,3,17,1624,,Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,2,,,,,,,,,,,,,,,,,,,,,
,1930,8,20,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,3,T,6,1,,,,,,,,,6,1,,,,,,,,
,1930,9,11,4218,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,3,"P,W,T",5,1,,,20,1,,2,,,6,1,,,20,1,,2,,
,1930,12,18,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,3,"P,M",1369,4,,,,,,3,1109,4,1369,4,,,,,,3,1109,4
,1931,8,20,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,3,,3,1,,,,,,,,,3,1,,,,,,,,
,1932,1,21,,,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,4,,,1,,,,,,,,,,1,,,,,,,,
,1932,2,,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,,m,,1,,,,,,,,,,1,,,,,,,,
,1932,10,1,,,Kusatsu-Shirane,Honshu-Japan,Japan,36.62,138.55,2176,Stratovolcano,3,M,2,1,,,7,1,,,,,2,1,,,7,1,,,,
,1933,1,8,1657,,Kharimkotan,Kuril Is,Russia,49.12,154.508,1145,Stratovolcano,5,W,,,,,,,,,,,2,1,,,,,,,,
,1933,5,10,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,,G,1,1,,,,,,,,,1,1,,,,,,,,
,1933,12,24,,,Kuchinoerabu-jima,Ryukyu Is,Japan,30.43,130.22,649,Stratovolcano,4,T,8,1,,,26,1,,,,,8,1,,,26,1,,,,
,1933,12,25,1666,,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,2,,,,,,,,,,,,9,1,,,,,,3,,
,1934,,,,,Hood,US-Oregon,United States,45.374,-121.694,3426,Stratovolcano,,G,1,1,,,,,,,,,1,1,,,,,,,,
,1936,2,,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,3,"P,T",2,1,,,,,,,,,2,1,,,,,,,,
,1936,8,14,,,Dona Juana,Colombia,Colombia,1.47,-76.92,4150,Stratovolcano,,"A,F",18,1,,,,,,,,,18,1,,,,,,,,
,1937,2,9,,,Llaima,Chile-C,Chile,-38.692,-71.729,3125,Stratovolcano,2,F,3,1,,,,,,1,,,3,1,,,,,,1,,
,1937,5,29,1698,10010,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,4,"P,T,W,I",507,3,,,,,,1,,1,507,3,,,,,,1,,1
,1938,1,28,3638,,Nyamuragira,Africa-C,"Congo, DRC",-1.408,29.2,3058,Shield volcano,1,,,,,,,,,1,,,,,,,,,,1,,
,1938,5,9,,,Bandai,Honshu-Japan,Japan,37.6,140.08,1819,Stratovolcano,,m,2,1,,,,,,,,,2,1,,,,,,,,
,1938,6,5,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2,,,1,,,,,,,,,,1,,,,,,,,
,1938,7,16,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,1,T,,1,,,,,,,,,,1,,,,,,,,
,1939,7,24,5694,,Kick-'em-Jenny,W Indies,Netherlands,12.3,-61.63,-177,Submarine volcano,1,T,,,,,,,,,,,,,,,,,,,,
,1939,8,17,,,Tori-shima,Izu Is-Japan,Japan,30.48,140.32,403,Stratovolcano,2,,2,1,,,,,,,,,2,1,,,,,,,,
,1939,10,13,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,1,T,10,1,,,,,,1,,,10,1,,,,,,1,,
,1940,6,20,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,2,,1,1,,,2,1,,,,,1,1,,,2,1,,,,
,1940,7,12,,,Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,2,L,11,1,,,20,1,,,,,11,1,,,20,1,,,,
,1940,7,24,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.751,35.902,2890,Stratovolcano,2,,,,,,,,,1,,,,,,,,,,1,,
,1941,7,13,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,T,1,1,,,1,1,,,,,1,1,,,1,1,,,,
,1941,9,21,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,,,,,,,,,1,,,,,,,,,,1,,
,1943,2,20,,,Michoacan-Guanajuato,Mexico,Mexico,19.48,-102.25,3860,Cinder cone,4,"E,I",3,1,,,,,,,,,103,1,,,,,,,,
,1943,4,13,,,"Azul, Cerro",Galapagos,Ecuador,-0.9,-91.42,1690,Shield volcano,3,T,1,1,,,,,,,,,1,1,,,,,,,,
,1944,3,27,,,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2,"T,L,I",27,1,,,,,,,,,27,1,,,,,,,,
,1944,6,10,,,Cleveland,Aleutian Is,United States,52.82,-169.95,1730,Stratovolcano,3,T,1,1,,,,,,,,,1,1,,,,,,,,
,1944,6,23,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,2,T,1,1,,,,,,,,,1,1,,,,,,,,
,1944,8,20,4227,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2,,,,,,,,,,,,,,,,,,,,,
,1944,8,26,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,2,G,1,1,,,,,,,,,1,1,,,,,,,,
,1944,12,4,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,2,T,117,3,,,250,3,,,,,117,3,,,250,3,,,,
,1946,1,,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,2,,1,1,,,,,,,,,1,1,,,,,,,,
,1946,2,,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,F,6,1,,,,,,2,81,2,6,1,,,,,,2,81,2
,1946,10,29,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2,,,,,,,,,1,,,,,,,,,,1,,
,1946,11,13,1769,,Sarychev Peak,Kuril Is,Russia,48.092,153.2,1496,Stratovolcano,4,,,,,,,,,,,,,,,,,,,,,
,1947,1,7,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2,,,1,,,,,,,,,,1,,,,,,,,
,1947,7,6,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,,11,1,,,,,,,,,11,1,,,,,,,,
,1947,9,16,,,Akagi,Honshu-Japan,Japan,36.53,139.18,1828,Stratovolcano,,m,699,3,,,,,,,,,699,3,,,,,,,,
,1947,11,2,,,Hekla,Iceland-S,Iceland,63.98,-19.7,1491,Stratovolcano,4,L,1,1,,,,,,,,,1,1,,,,,,,,
,1948,4,7,,,Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,2,,,,,,,,,2,,,,,,,,,,2,,
,1949,1,1,,,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,3,M,54,2,,,,,,2,,,54,2,,,,,,2,,
,1949,5,26,,,Purace,Colombia,Colombia,2.32,-76.4,4650,Stratovolcano,2,T,17,1,,,,,,,,,17,1,,,,,,,,
,1949,6,,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1332,Stratovolcano,3,P,2,1,,,,,,,,,2,1,,,,,,,,
,1950,8,28,,,Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,1,P,6,1,,,,,,,,,6,1,,,,,,,,
,1950,9,15,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1332,Stratovolcano,3,P,68,2,,,,,,,,,68,2,,,,,,,,
,1950,9,23,,,Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2,T,1,1,,,1,1,,,,1,1,1,,,1,1,,,,1
,1951,1,21,,,Lamington,New Guinea,Papua New Guinea,-8.95,148.15,1680,Stratovolcano,4,P,2942,4,,,,2,,,,,2942,4,,,,2,,,,
,1951,8,3,3383,3974,Cosiguina,Nicaragua,Nicaragua,12.98,-87.57,872,Stratovolcano,,,,,,,,,,,,,,,,,,,,3,,2
,1951,8,31,,,Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,3,,7,1,,,,,,,,,7,1,,,,,,,,
,1951,11,5,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,,G,2,1,,,,,,,,,2,1,,,,,,,,
,1951,12,4,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1332,Stratovolcano,3,P,500,3,1500,4,,,,,,,500,3,1500,4,,,,,,
,1951,,,1816,,Kavachi,Solomon Is-SW Pacifi,Solomon Is.,-9.02,157.95,-20,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
,1952,3,27,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,,G,1,1,,,,,,,,,1,1,,,,,,,,
,1952,9,16,1824,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
,1952,9,23,1825,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
,1952,9,24,1826,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,P,31,1,,,,,,1,,,31,1,,,,,,1,,
,1952,9,26,1827,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
,1952,,,,,Ambalatungan Group,Luzon-Philippines,Philippines,17.32,121.1,2329,Compound volcano,1,,12,1,,,,,,,,,12,1,,,,,,,,
,1953,3,11,1833,,Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
,1953,3,23,,,Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,3,P,64,2,,,57,2,,2,144,3,64,2,,,57,2,,2,144,3
